iter	Passed	Remaining
269	2878	7783
270	2899	7799
271	2913	7797
272	2929	7800
273	2939	7787
274	2944	7764
275	2955	7751
276	2960	7726
277	2973	7723
278	2978	7698
279	2989	7686
280	2995	7664
281	3004	7649
282	3009	7624
283	3016	7604
284	3021	7580
285	3026	7555
286	3033	7536
287	3039	7515
288	3046	7494
289	3056	7484
290	3063	7463
291	3070	7445
292	3084	7442
293	3091	7422
294	3100	7410
295	3110	7397
296	3117	7380
297	3125	7362
298	3131	7342
299	3139	7325
300	3144	7301
301	3150	7281
302	3156	7261
303	3161	7238
304	3167	7218
305	3174	7200
306	3181	7181
307	3187	7160
308	3192	7139
309	3200	7123
310	3212	7116
311	3218	7098
312	3225	7078
313	3231	7059
314	3240	7045
315	3246	7026
316	3253	7010
317	3262	6996
318	3268	6977
319	3282	6975
320	3292	6963
321	3304	6957
322	3314	6946
323	3325	6937
324	3341	6939
325	3348	6922
326	3364	6923
327	3369	6903
328	3379	6891
329	3385	6874
330	3397	6867
331	3402	6846
332	3416	6843
333	3424	6829
334	3429	6808
335	3437	6793
336	3442	6772
337	3447	6752
338	3454	6735
339	3462	6721
340	3468	6702
341	3472	6680
342	3476	6658
343	3479	6635
344	3484	6615
345	3487	6592
346	3491	6570
347	3495	6548
348	3499	6527
349	3502	6504
350	3508	6487
351	3512	6465
352	3516	6444
353	3521	6425
354	3525	6405
355	3530	6385
356	3535	6367
357	3538	6346
358	3542	6325
359	3547	6306
360	3551	6286
361	3554	6265
362	3558	6243
363	3561	6223
364	3566	6204
365	3570	6185
366	3576	6168
367	3580	6149
368	3585	6131
369	3590	6113
370	3596	6096
371	3600	6077
372	3603	6057
373	3609	6041
374	3615	6026
375	3619	6007
376	3624	5989
377	3630	5974
378	3636	5958
379	3642	5943
380	3648	5926
381	3659	5919
382	3664	5903
383	3669	5886
384	3673	5867
385	3676	5848
386	3679	5828
387	3684	5811
388	3687	5792
389	3691	5773
390	3694	5754
391	3699	5737
392	3703	5719
393	3706	5701
394	3709	5682
395	3714	5665
396	3719	5649
397	3723	5631
398	3727	5613
399	3731	5596
400	3735	5579
401	3739	5563
402	3744	5546
403	3747	5528
404	3751	5510
405	3755	5494
406	3759	5477
407	3763	5460
408	3766	5442
409	3770	5425
410	3773	5408
411	3777	5391
412	3781	5374
413	3785	5357
414	3789	5342
415	3794	5326
416	3797	5309
417	3804	5296
418	3810	5283
419	3817	5271
420	3822	5257
421	3827	5242
422	3833	5229
423	3842	5219
424	3847	5205
425	3852	5190
426	3855	5174
427	3859	5157
428	3862	5141
429	3867	5126
430	3870	5110
431	3874	5094
432	3878	5078
433	3882	5063
434	3886	5047
435	3889	5031
436	3893	5016
437	3897	5000
438	3901	4986
439	3905	4970
440	3908	4954
441	3912	4939
442	3917	4926
443	3922	4912
444	3925	4896
445	3930	4882
446	3934	4867
447	3937	4851
448	3941	4836
449	3945	4822
450	3949	4807
451	3952	4792
452	3956	4777
453	3960	4763
454	3965	4750
455	3970	4736
456	3975	4723
457	3978	4708
458	3982	4693
459	3985	4679
460	3992	4668
461	3998	4655
462	4002	4641
463	4009	4631
464	4014	4619
465	4024	4611
466	4032	4602
467	4038	4590
468	4042	4576
469	4046	4562
470	4049	4548
471	4053	4534
472	4057	4520
473	4061	4507
474	4066	4494
475	4070	4481
476	4074	4467
477	4078	4453
478	4083	4441
479	4086	4427
480	4094	4417
481	4102	4408
482	4107	4396
483	4115	4387
484	4121	4376
485	4128	4366
486	4143	4364
487	4149	4353
488	4156	4343
489	4169	4340
490	4178	4331
491	4184	4320
492	4206	4325
493	4216	4318
494	4222	4307
495	4238	4306
496	4245	4296
497	4256	4291
498	4265	4282
499	4271	4271
500	4288	4271
501	4294	4260
502	4303	4251
503	4309	4240
504	4316	4231
505	4331	4229
506	4337	4218
507	4345	4208
508	4351	4197
509	4361	4190
510	4368	4180
511	4375	4170
512	4384	4162
513	4399	4159
514	4407	4151
515	4428	4154
516	4436	4145
517	4448	4139
518	4458	4131
519	4464	4121
520	4472	4111
521	4477	4099
522	4491	4096
523	4500	4088
524	4506	4077
525	4523	4076
526	4531	4067
527	4540	4059
528	4546	4047
529	4553	4038
530	4560	4027
531	4573	4023
532	4579	4012
533	4603	4017
534	4612	4008
535	4622	4001
536	4638	3999
537	4646	3990
538	4652	3979
539	4657	3967
540	4673	3965
541	4682	3956
542	4687	3945
543	4695	3935
544	4700	3924
545	4714	3920
546	4719	3908
547	4736	3907
548	4748	3900
549	4752	3888
550	4764	3882
551	4775	3875
552	4780	3863
553	4794	3860
554	4801	3849
555	4817	3846
556	4822	3835
557	4833	3828
558	4841	3819
559	4850	3810
560	4856	3800
561	4865	3791
562	4872	3782
563	4894	3784
564	4904	3775
565	4916	3770
566	4922	3759
567	4933	3751
568	4955	3753
569	4969	3748
570	4976	3738
571	4991	3734
572	5028	3747
573	5041	3741
574	5049	3732
575	5057	3723
576	5077	3722
577	5092	3717
578	5104	3711
579	5114	3703
580	5125	3696
581	5153	3700
582	5164	3693
583	5173	3685
584	5184	3677
585	5192	3668
586	5208	3664
587	5215	3654
588	5228	3648
589	5234	3637
590	5243	3629
591	5254	3621
592	5261	3611
593	5273	3604
594	5289	3600
595	5295	3589
596	5308	3583
597	5325	3580
598	5334	3571
599	5343	3562
600	5352	3553
601	5361	3544
602	5366	3533
603	5374	3523
604	5380	3512
605	5388	3503
606	5394	3492
607	5404	3484
608	5410	3473
609	5420	3465
610	5427	3455
611	5438	3447
612	5446	3438
613	5453	3428
614	5457	3416
615	5460	3404
616	5467	3393
617	5472	3382
618	5475	3370
619	5483	3360
620	5487	3348
621	5490	3336
622	5493	3324
623	5499	3313
624	5502	3301
625	5506	3289
626	5514	3280
627	5519	3269
628	5523	3257
629	5530	3248
630	5535	3237
631	5539	3225
632	5544	3214
633	5548	3203
634	5553	3191
635	5560	3182
636	5564	3170
637	5567	3158
638	5575	3149
639	5578	3138
640	5582	3126
641	5592	3118
642	5597	3107
643	5603	3097
644	5607	3086
645	5611	3074
646	5617	3064
647	5624	3055
648	5631	3045
649	5639	3036
650	5646	3026
651	5653	3017
652	5656	3005
653	5660	2994
654	5667	2985
655	5670	2973
656	5675	2962
657	5681	2953
658	5685	2941
659	5689	2931
660	5700	2923
661	5704	2912
662	5708	2901
663	5715	2892
664	5720	2881
665	5724	2870
666	5731	2861
667	5738	2852
668	5743	2841
669	5750	2832
670	5754	2821
671	5759	2811
672	5773	2805
673	5789	2800
674	5797	2791
675	5802	2781
676	5816	2774
677	5845	2776
678	5853	2767
679	5862	2759
680	5867	2748
681	5879	2741
682	5885	2731
683	5897	2724
684	5908	2717
685	5918	2709
686	5933	2703
687	5947	2697
688	5960	2690
689	5971	2682
690	5978	2673
691	5988	2665
692	5996	2656
693	6006	2648
694	6012	2638
695	6019	2629
696	6023	2618
697	6028	2608
698	6038	2600
699	6043	2589
700	6051	2581
701	6055	2570
702	6058	2559
703	6065	2550
704	6070	2540
705	6074	2529
706	6082	2520
707	6086	2510
708	6089	2499
709	6097	2490
710	6101	2480
711	6105	2469
712	6113	2460
713	6118	2450
714	6122	2440
715	6128	2430
716	6132	2420
717	6138	2410
718	6145	2401
719	6150	2392
720	6161	2384
721	6166	2374
722	6174	2365
723	6181	2356
724	6191	2348
725	6195	2338
726	6202	2329
727	6206	2318
728	6210	2308
729	6216	2299
730	6221	2289
731	6226	2279
732	6234	2271
733	6241	2261
734	6245	2251
735	6255	2243
736	6259	2233
737	6266	2224
738	6270	2214
739	6273	2204
740	6277	2194
741	6285	2185
742	6291	2176
743	6299	2167
744	6303	2157
745	6311	2149
746	6316	2139
747	6320	2129
748	6360	2131
749	6365	2121
750	6370	2112
751	6378	2103
752	6383	2093
753	6393	2085
754	6402	2077
755	6410	2068
756	6415	2059
757	6422	2050
758	6432	2042
759	6439	2033
760	6445	2024
761	6449	2014
762	6458	2005
763	6474	1999
764	6478	1990
765	6482	1980
766	6487	1970
767	6491	1960
768	6494	1950
769	6501	1942
770	6505	1932
771	6508	1922
772	6513	1912
773	6517	1903
774	6521	1893
775	6525	1883
776	6540	1877
777	6574	1875
778	6581	1867
779	6600	1861
780	6629	1859
781	6634	1849
782	6638	1839
783	6646	1831
784	6651	1821
785	6655	1812
786	6664	1803
787	6668	1794
788	6673	1784
789	6678	1775
790	6682	1765
791	6685	1755
792	6692	1746
793	6696	1737
794	6699	1727
795	6706	1718
796	6714	1710
797	6724	1702
798	6730	1693
799	6738	1684
800	6746	1675
801	6755	1667
802	6759	1658
803	6764	1648
804	6774	1640
805	6778	1631
806	6787	1623
807	6791	1613
808	6796	1604
809	6802	1595
810	6808	1586
811	6816	1578
812	6822	1569
813	6838	1562
814	6850	1555
815	6855	1545
816	6863	1537
817	6867	1528
818	6875	1519
819	6880	1510
820	6885	1501
821	6893	1492
822	6898	1483
823	6906	1475
824	6911	1466
825	6916	1456
826	6924	1448
827	6928	1439
828	6931	1429
829	6939	1421
830	6944	1412
831	6948	1402
832	6955	1394
833	6958	1385
834	6962	1375
835	6968	1367
836	6973	1357
837	6976	1348
838	6980	1339
839	6985	1330
840	6989	1321
841	6993	1312
842	7001	1304
843	7010	1295
844	7015	1286
845	7019	1277
846	7027	1269
847	7031	1260
848	7041	1252
849	7045	1243
850	7049	1234
851	7055	1225
852	7059	1216
853	7066	1208
854	7070	1199
855	7073	1189
856	7080	1181
857	7083	1172
858	7087	1163
859	7091	1154
860	7097	1145
861	7101	1136
862	7106	1128
863	7115	1120
864	7121	1111
865	7128	1103
866	7132	1094
867	7135	1085
868	7142	1076
869	7145	1067
870	7149	1058
871	7153	1050
872	7159	1041
873	7163	1032
874	7166	1023
875	7174	1015
876	7180	1007
877	7184	998
878	7189	989
879	7195	981
880	7205	973
881	7214	965
882	7220	956
883	7225	948
884	7233	939
885	7240	931
886	7244	922
887	7251	914
888	7255	905
889	7258	897
890	7265	888
891	7269	880
892	7272	871
893	7276	862
894	7282	854
895	7285	845
896	7289	836
897	7297	828
898	7300	820
899	7303	811
900	7309	803
901	7314	794
902	7318	786
903	7323	777
904	7327	769
905	7331	760
906	7334	752
907	7341	743
908	7344	735
909	7348	726
910	7351	718
911	7358	709
912	7361	701
913	7365	692
914	7371	684
915	7375	676
916	7378	667
917	7383	659
918	7389	651
919	7392	642
920	7397	634
921	7405	626
922	7416	618
923	7421	610
924	7427	602
925	7434	594
926	7442	586
927	7448	577
928	7452	569
929	7456	561
930	7459	552
931	7466	544
932	7470	536
933	7474	528
934	7483	520
935	7487	511
936	7491	503
937	7498	495
938	7501	487
939	7505	479
940	7512	471
941	7518	462
942	7522	454
943	7529	446
944	7533	438
945	7536	430
946	7543	422
947	7547	413
948	7550	405
949	7554	397
950	7560	389
951	7564	381
952	7567	373
953	7575	365
954	7579	357
955	7583	349
956	7592	341
957	7598	333
958	7605	325
959	7610	317
960	7613	308
961	7621	301
962	7628	293
963	7638	285
964	7643	277
965	7653	269
966	7657	261
967	7661	253
968	7668	245
969	7672	237
970	7676	229
971	7683	221
972	7687	213
973	7691	205
974	7697	197
975	7702	189
976	7706	181
977	7711	173
978	7715	165
979	7719	157
980	7723	149
981	7729	141
982	7733	133
983	7736	125
984	7743	117
985	7747	110
986	7750	102
987	7754	94
988	7762	86
989	7766	78
990	7770	70
991	7776	62
992	7781	54
993	7784	46
994	7793	39
995	7798	31
996	7805	23
997	7810	15
998	7814	7
999	7820	0
